"","#0F4A9C","#53f1fc","#635547","#67000d","#7F6874","#8870ad","#90BF75","#9e6762","#C594BF","#DABE99","#DFCDE4","#EF5A9D","#cc7818","#d6616b","#ffad1e","#ffd854"
"1700061I17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700061J23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700063A18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700063D05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700063O14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700064J06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700064M15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1700065D16Rik",0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0
"1700065I16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700065J11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700065J18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700065L07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700065O20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700066B17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700066B19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700066J03Rik;AK039557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700066M21Rik",2,0,5,0,3,0,2,1,5,0,3,2,3,11,2,11
"1700066N21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700066O22Rik;AK006909;AK016016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700067G17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700067K01Rik",0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"1700067P10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700069L16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700069P05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700071K01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700071M16Rik;AK006933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700072B07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700072I22Rik",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1700072O05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700073E17Rik;AK006943;BC049631",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1700074H08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700074P13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080E11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080N15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080O16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700081H04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700084D21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700084E18Rik",0,0,2,0,1,0,1,0,1,0,0,1,0,1,0,1
"1700084F23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700084J12Rik",0,0,0,0,0,1,1,0,2,0,0,2,0,2,0,1
"1700084M14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700085C21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700086L19Rik",0,1,0,1,0,0,1,2,1,1,0,0,0,76,0,2
"1700086O06Rik",0,1,3,0,1,0,3,0,4,1,0,1,2,0,0,1
"1700088E04Rik",4,2,3,1,0,0,0,0,5,0,2,0,0,1,1,0
"1700091H14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092C02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092C10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092E19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092K14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092M07Rik",0,0,0,0,0,1,0,0,4,0,0,1,0,1,0,2
"1700093K21Rik",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700094D03Rik;4933434E20Rik;AK217252",6,7,88,13,13,9,52,7,66,27,21,9,35,40,4,67
"1700094J05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700094M24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095A21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095B10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095J12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700096J18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700096K18Rik",0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
"1700096P03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700097N02Rik",1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"1700099I09Rik",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700100I10Rik",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1700100L14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700101I11Rik",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700101O22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700102H20Rik",2,0,3,0,0,0,3,1,2,0,1,0,1,1,0,1
"1700102P08Rik",0,0,0,0,1,0,3,0,6,0,1,1,0,0,0,0
"1700104L18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700105P06Rik",0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
"1700108F19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700108J01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700109G14Rik",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1700109G15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700109H08Rik",0,0,3,1,0,0,2,0,3,0,0,0,0,0,0,0
"1700109I08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700109K24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700110C19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700110I01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700110I07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700110K17Rik",0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
"1700111N16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700112E06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700112H15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700112J05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700112J16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700113A16Rik",0,1,2,0,1,1,0,0,4,0,0,2,0,1,0,1
"1700113B09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700113H08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700116B05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700119H24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700120C14Rik",0,0,1,0,0,0,2,1,3,1,1,0,0,0,0,0
"1700120E14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700120G07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700120K04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700121L16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700121N20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700122C19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700122O11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123I01Rik;AK028710",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1700123J17Rik",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1700123K08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123L14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123M08Rik",0,0,4,0,0,0,2,0,4,0,0,0,0,0,0,0
"1700123O12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123O20Rik",7,11,80,11,18,22,66,2,116,37,20,26,42,32,2,90
"1700123O21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700124L16Rik",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1700125G02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700125G22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700125H03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700125H20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700126H18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700128A07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700128F08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700129C05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810006J02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810007C17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810007D17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810008I18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810009A15Rik;Lbhd1",14,29,276,19,17,43,178,33,317,93,65,51,114,65,12,195
"1810009J06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810010D01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810010H24Rik",0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
"1810011H11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810011O10Rik",0,0,1,0,0,0,3,0,5,1,0,0,1,0,0,0
"1810012K16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810013A23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810013L24Rik",2,6,75,13,24,9,54,8,58,16,10,12,18,29,5,52
"1810014B01Rik",3,2,9,0,0,1,9,5,12,4,4,2,7,1,0,13
"1810018F18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810019D21Rik",0,0,0,0,1,1,2,0,2,1,0,1,1,2,0,11
"1810020O05Rik",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810021B22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810022K09Rik",8,14,103,8,12,26,72,7,90,38,37,25,69,23,9,68
"1810024B03Rik",1,1,9,1,0,1,6,1,14,10,2,4,1,4,1,8
"1810026J23Rik",3,7,37,3,5,12,26,5,64,12,13,10,27,23,3,31
"1810030O07Rik",4,6,36,2,4,4,21,5,35,10,15,14,23,15,3,36
"1810032O08Rik;Snord1a",3,4,70,0,5,9,53,6,63,14,15,11,20,12,3,30
"1810034E14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1810037I17Rik",9,15,103,16,16,16,113,15,93,31,26,33,84,62,20,158
"1810041H14Rik",0,0,2,0,0,0,0,0,1,1,0,1,0,1,0,0
"1810041L15Rik",1,0,7,0,0,0,1,1,2,0,2,0,0,0,0,1
"1810043G02Rik",2,2,12,1,2,3,12,2,23,4,9,3,2,3,2,2
"1810043H04Rik",7,4,45,3,4,9,31,7,65,16,18,6,31,14,2,27
"1810044D09Rik",0,1,5,0,0,1,4,3,10,1,2,1,2,0,0,5
"1810046K07Rik",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1810053B23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810055G02Rik",2,3,39,4,4,7,32,3,57,10,7,12,25,9,5,47
"1810058I24Rik",16,13,90,16,27,31,67,13,141,35,37,31,87,45,5,146
"1810062G17Rik",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1810062O18Rik",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1810063I02Rik",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"1810064F22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810065E05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010001A14Rik",0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0
"2010003K11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010005H15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010009K17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010010A06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010016I18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010106C02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010106E10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010107E04Rik",16,33,229,25,36,52,197,44,352,88,80,68,172,151,28,266
"2010107G12Rik",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"2010107G23Rik",1,0,7,0,1,0,9,1,0,1,1,6,1,1,0,6
"2010109A12Rik",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"2010109I03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010111I01Rik;Mir23b;Mir24-1;Mir27b",3,2,51,0,1,1,38,8,25,18,2,15,0,2,0,5
"2010204K13Rik",3,6,64,7,6,4,45,7,55,19,12,16,15,17,5,78
"2010300C02Rik",3,0,3,2,0,0,0,0,1,0,1,1,0,1,0,2
"2010308F09Rik",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2010310C07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010315B03Rik",0,0,1,0,1,1,5,0,3,2,0,0,0,0,0,0
"2010320M18Rik",4,4,22,3,4,5,16,1,25,8,8,14,9,4,0,14
"2200002D01Rik",2,0,13,7,6,7,4,4,11,1,0,5,20,17,6,104
"2200002J24Rik",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"2210010C04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210011C24Rik;Mir1199",0,0,0,0,23,0,0,0,1,1,0,0,0,0,1,6
"2210013O21Rik",0,4,28,2,1,8,28,4,30,8,11,7,28,6,0,10
"2210016F16Rik",3,7,36,13,9,7,28,2,44,17,13,8,31,30,7,102
"2210016L21Rik",2,12,74,7,14,12,34,11,75,23,17,14,40,22,2,44
"2210019I11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210039B01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210404E10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210404O09Rik",0,0,14,0,1,0,5,1,7,3,0,0,7,2,0,1
"2210406O10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210407C18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210408F21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210408I21Rik",2,3,8,0,1,1,2,1,6,2,2,1,6,3,0,4
"2210409D07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210409E12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2210414B05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210416O15Rik;Cuedc1;Mrps23",7,18,158,11,12,20,113,22,178,37,31,26,64,43,8,151
"2210417A02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210418O10Rik;Gm14296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210420H20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2300002M23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2300003K06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2300005B03Rik",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2300009A05Rik",2,4,18,2,2,4,11,1,20,8,7,4,10,6,0,10
"2310001H17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310001K24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310002D06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310002F09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310002L09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310003N18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310005A03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310005E17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310007B03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310008N11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310009A05Rik",5,2,13,1,1,2,22,4,22,2,4,6,9,4,1,3
"2310009B15Rik",2,6,25,2,1,2,10,5,26,8,3,1,13,5,1,9
"2310010J17Rik",0,0,8,0,0,1,2,1,10,3,2,2,0,1,0,1
"2310011J03Rik",5,2,46,6,4,8,29,3,48,24,12,9,27,10,1,22
"2310015A10Rik",0,0,3,0,1,1,1,0,7,0,0,0,1,0,0,2
"2310015D24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310016D03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310020H05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310022A10Rik",3,7,35,4,6,11,36,4,50,12,13,6,18,30,3,56
"2310022B05Rik",4,6,76,6,5,25,44,14,104,28,29,15,65,33,9,107
"2310030A07Rik",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2310030G06Rik;AK011526",0,0,14,10,3,1,9,3,8,2,2,1,4,54,4,15
"2310033P09Rik",3,15,83,8,8,15,38,4,129,23,12,13,31,25,7,74
"2310034C09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310034G01Rik",0,0,2,1,0,0,0,0,1,0,0,1,1,1,0,0
"2310034O05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310035C23Rik",0,1,38,0,9,7,30,4,32,17,10,7,18,7,4,20
"2310036O22Rik",16,30,205,37,32,37,155,26,276,72,58,41,137,119,8,225
"2310039H08Rik",2,5,21,0,3,1,13,1,23,10,6,6,8,2,1,19
"2310039L15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310040G24Rik",0,0,3,0,0,0,3,1,4,0,0,2,2,0,0,0
"2310043L19Rik",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2310043O21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310045n01rik-mef2b;Borcs8;Mef2b",6,4,61,2,6,5,39,8,66,12,15,21,16,18,3,19
"2310050C09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310057J18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310057M21Rik",3,5,31,2,10,7,17,1,30,6,11,6,27,11,4,22
"2310057N15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310061I04Rik",4,5,48,5,6,15,44,5,56,15,15,17,23,25,4,77
"2310061N02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310065F04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310068J16Rik",2,2,5,0,0,1,8,2,8,2,0,3,3,0,0,4
"2310069B03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310069G16Rik",0,0,5,0,0,1,1,0,4,0,0,1,0,0,0,1
"2310075C17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310079G19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310081J21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2400006E01Rik",0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,7
"2410002F23Rik;Snord88a",1,3,53,6,3,20,48,7,78,16,13,12,20,11,3,42
"2410003L11Rik",0,0,0,2,0,0,2,0,1,0,0,0,1,8,2,15
"2410004B18Rik",3,13,65,18,10,10,56,4,105,29,20,12,36,43,7,71
"2410004I01Rik",1,1,2,0,0,1,0,1,8,0,0,0,0,0,0,0
"2410004P03Rik",10,0,2,0,0,0,4,0,2,1,0,0,0,0,0,0
"2410012E07Rik",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2410015M20Rik",4,12,103,17,20,16,65,12,116,26,28,17,62,64,8,120
"2410016O06Rik",0,5,67,3,0,12,56,11,62,22,22,10,12,22,4,53
"2410017I17Rik",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2410018L13Rik",0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0
"2410021H03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2410022M11Rik",0,1,2,1,0,0,1,0,7,1,2,0,3,2,0,4
"2410089E03Rik",3,7,41,5,2,9,31,8,60,12,11,15,12,17,0,35
"2410124H12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2410131K14Rik",0,3,18,0,2,2,12,3,21,5,3,5,8,8,0,22
"2410137M14Rik",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2410141K09Rik;AK021218;AK049221;AK145544;Zfp640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"2500002B13Rik",2,1,5,0,1,0,5,1,3,0,2,1,5,1,0,4
"2500004C02Rik",0,4,16,0,1,1,11,3,19,5,3,4,10,1,0,6
"2510002D24Rik",2,3,32,7,8,5,22,5,31,6,3,15,18,24,2,32
"2510003B16Rik",1,0,6,0,0,0,1,0,0,0,0,0,1,0,0,1
"2510009E07Rik",1,0,3,0,0,1,2,1,24,1,5,0,2,0,0,0
"2510039O18Rik;AK206234",1,6,47,13,10,17,27,4,44,16,10,19,26,37,11,80
"2610001J05Rik",6,11,48,5,3,13,33,11,60,9,20,7,24,32,6,61
"2610002M06Rik",2,2,21,5,1,6,11,3,12,6,6,0,14,10,1,13
"2610005L07Rik;5330429B09Rik;AK009182;AK035187;BC010587",1,1,5,2,1,1,5,0,6,1,1,2,1,4,0,4
"2610005L07Rik;AK081879",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2610008E11Rik",3,3,40,1,2,11,16,8,55,11,9,9,47,1,0,3
"2610016A17Rik",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2610020C07Rik",0,1,3,0,0,0,3,0,6,2,0,0,3,0,0,4
"2610020H08Rik",0,1,14,1,0,3,3,3,14,3,0,3,4,2,1,3
"2610027K06Rik",0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0
"2610028E06Rik",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"2610028H24Rik",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2610035D17Rik",0,0,3,0,0,0,2,1,1,1,1,3,1,0,0,3
"2610035F20Rik",4,0,5,0,1,0,5,1,3,3,0,1,0,0,0,0
"2610037D02Rik",2,2,5,0,0,0,2,0,4,0,1,1,0,0,0,0
"2610042L04Rik;BC055351;Gm10413;Gm2897;Gm3383;Gm5795",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"2610044O15Rik8",1,4,22,0,3,3,13,3,32,9,6,2,12,1,0,9
"2610100L16Rik",0,1,1,0,0,0,2,0,2,0,0,1,0,0,0,0
"2610203C22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2610206C17Rik",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2610301B20Rik;AK045565",18,3,26,0,3,4,27,6,40,18,15,7,19,6,4,40
"2610305D13Rik",0,3,5,0,0,1,8,0,5,3,4,1,6,0,0,0
"2610306M01Rik",0,0,2,0,1,1,3,0,6,6,0,5,3,0,0,4
"2610307P16Rik",1,0,3,0,0,0,3,1,5,1,0,0,1,0,0,0
"2610316D01Rik",0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
"2610318N02Rik",1,8,63,0,3,9,41,10,67,14,14,16,31,3,0,22
"2610507B11Rik",12,16,204,19,24,28,89,23,178,54,27,46,78,51,5,141
"2610507I01Rik",2,0,0,1,0,0,1,1,6,0,1,0,0,0,0,1
"2610524H06Rik",3,6,34,6,6,6,25,5,24,12,11,5,12,11,0,20
"2610528A11Rik",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2610528J11Rik",0,0,4,0,22,0,5,0,2,1,0,1,0,9,0,20
"2700029M09Rik",14,19,182,11,19,31,136,26,214,50,42,47,62,29,7,107
"2700038G22Rik",1,4,27,7,2,7,13,2,51,11,6,16,14,8,1,28
"2700046A07Rik",0,2,0,0,1,1,0,0,3,0,1,0,2,0,0,0
"2700046G09Rik",0,0,1,0,0,0,0,0,2,1,1,1,2,1,0,0
"2700049A03Rik",6,10,59,1,3,7,34,6,46,17,8,10,13,16,1,24
"2700054A10Rik",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2700060E02Rik",19,33,320,32,34,49,313,50,361,118,104,103,176,113,29,247
"2700062C07Rik",1,4,50,8,2,8,38,5,49,10,11,10,28,15,5,41
"2700069I18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2700070H01Rik;Defb42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2700081O15Rik;Mir6991",4,2,23,2,2,7,12,0,39,3,11,5,17,2,3,7
"2700089I24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2700094K13Rik",34,50,602,46,38,90,428,64,658,199,117,124,245,160,18,371
"2700097O09Rik;BC016540",7,8,59,3,7,11,49,13,73,22,19,14,23,16,2,62
"2700099C18Rik",2,9,50,3,5,4,23,2,45,14,7,12,38,20,0,19
"2810001G20Rik",0,5,25,1,3,6,10,6,47,4,13,11,13,5,1,14
"2810002D19Rik",0,0,10,0,1,1,13,0,4,1,2,1,2,0,2,6
"2810004N23Rik",12,37,359,27,25,59,217,43,398,111,68,61,133,92,19,327
"2810006K23Rik",3,4,39,2,1,7,18,3,41,10,10,9,19,5,1,16
"2810013P06Rik",2,3,42,2,1,9,27,9,41,12,2,6,11,4,0,5
"2810021J22Rik",1,2,21,0,0,4,10,2,19,9,4,1,12,5,0,15
"2810025M15Rik",13,18,282,6,21,25,217,35,167,72,43,37,72,46,11,128
